"treeID","XTOP","YTOP","ZTOP","z_max","z_sd","i_mean","i_max"
"MLBS00060",542492.266,4136644.618,15.953,15.953,5.21637274438327,123.738683127572,497
"MLBS00061",542485.45,4136651.381,16.752,16.752,5.71189290354285,112.585409252669,554
"MLBS00067",542496.23,4136648.08,16.168,16.168,4.61693965521654,210.831578947368,531
"MLBS00070",542497.022,4136648.371,16.48,16.48,4.68317599945987,165.447488584475,543
"MLBS00072",542503.733,4136645.057,16.077,16.077,5.49407769448586,67.1147540983606,274
"MLBS00073",542504.593,4136643.185,17.326,17.326,6.44040869626069,75.2736842105263,459
"MLBS00074",542503.713,4136649.275,17.22,17.22,6.81794677959026,102.151658767773,441
"MLBS00075",542501.931,4136648.86,17.428,17.428,6.01940581770857,91.056338028169,400
"MLBS00077",542504.111,4136651.765,18.042,18.042,6.54237146247815,139.027692307692,535
"MLBS00078",542493.612,4136656.947,17.131,17.131,5.61296417428237,137.578288100209,554
"MLBS00079",542496.202,4136660.147,19.262,19.262,7.33404386545164,121.007978723404,447
"MLBS00081",542488.945,4136659.948,17.855,17.855,6.01121128350741,134.329230769231,541
"MLBS00082",542485.785,4136660.724,17.216,17.216,5.38915928755443,128.086294416244,541
"MLBS00083",542487.753,4136652.736,15.86,15.86,5.89354738320022,152.208904109589,543
"MLBS00086",542495.297,4136659.363,19.049,19.049,6.65107363338679,118.984771573604,519
"MLBS00087",542499.505,4136659.635,18.079,18.079,6.15858898846271,107.126712328767,479
"MLBS00088",542504.467,4136659.086,18.369,18.369,6.70042264612061,123.001808318264,577
"MLBS00091",542499.365,4136655.421,18.499,18.499,6.78545972183015,159.655555555556,492
"MLBS00094",542498.254,4136653.151,19.337,19.337,6.3100250209146,142.79702970297,551
"MLBS00095",542498.587,4136653.717,19.558,19.558,6.11942090659956,168.888178913738,551
"MLBS00096",542489.642,4136660.476,18.521,18.521,6.6911722964189,153.98679245283,532
"MLBS00100A",542525.529,4136745.561,91.947,91.947,6.75758911656618,125.017326732673,488
"MLBS00103",542529.598,4136751.25,14.537,14.537,5.12407398815613,131.6,605
"MLBS00107",542533.513,4136744.127,16.008,16.008,5.32349454908902,93.9591836734694,429
"MLBS00113",542532.482,4136753.661,15.489,15.489,5.11555052690733,87.5874125874126,463
"MLBS00114",542531.383,4136754.692,16.137,16.137,4.87727071897461,67.190019193858,463
"MLBS00117",542533.747,4136757.232,15.851,15.851,5.29990727336102,107.563106796117,447
"MLBS00128",542530.839,4136757.482,142.462,142.462,11.4728886245954,133.134831460674,480
"MLBS00133",542519.778,4136760.05,17.104,17.104,5.41238184452842,122.145299145299,469
"MLBS00135",542518.255,4136760.602,17.158,17.158,5.56570001526406,77.453125,458
"MLBS00136",542521.888,4136757.304,16.454,16.454,4.8752504237392,84.8852459016394,336
"MLBS00137",542519.841,4136756.902,16.371,16.371,5.19865703478553,93.0350877192982,433
"MLBS00138A",542514.534,4136753.452,16.225,16.225,4.69505866686006,102.197026022305,506
"MLBS00139",542521.729,4136754.736,16.24,16.24,5.3249037734911,91.4471698113207,540
"MLBS001390",542107.965,4136758.199,18.919,18.919,5.56051502169858,116.889248181083,493
"MLBS00143",542522.79,4136748.179,14.435,14.435,4.60958219997455,137.589108910891,586
"MLBS00144",542518.338,4136745.571,18.134,18.134,5.69326761257537,140.840958605664,565
"MLBS00146",542521.015,4136742.028,16.035,16.035,5.34988964382595,150.339449541284,548
"MLBS00147A",542525.529,4136745.561,91.947,91.947,6.76997087430744,135.633004926108,548
"MLBS00154",542517.087,4136765.149,17.116,17.116,5.12902360646036,102.847058823529,513
"MLBS00155",542524.811,4136767.001,15.718,15.718,4.56463698484226,85.6833333333333,354
"MLBS00162",542515.349,4136769.801,17.428,17.428,6.79599331119886,114.525328330206,537
"MLBS00168A",542523.74,4136772.321,16.964,16.964,5.13441016170101,91.7456359102244,501
"MLBS00170A",542517.22,4136774.093,17.579,17.579,6.36773932372868,103.85447761194,446
"MLBS00171",542517.358,4136777.806,16.145,16.145,4.67921953567719,83.2432432432432,259
"MLBS00172",542518.92,4136780.948,16.139,16.139,4.97016716376849,96.0121951219512,305
"MLBS00173",542520.857,4136782.455,15.564,15.564,5.21516497929887,164.439393939394,495
"MLBS00175",542522.39,4136778.066,16.891,16.891,3.73764688868812,111.553846153846,494
"MLBS00177",542525.074,4136774.277,18.83,18.83,4.67342832201528,167.505952380952,538
"MLBS00178A",542525.074,4136774.277,18.735,18.735,5.84628185699563,173.313852813853,536
"MLBS0017A",542515.383,4136774.732,16.733,16.733,4.44235076238368,125.942731277533,463
"MLBS00181",542526.603,4136774.202,18.597,18.597,6.8624463839776,96.9696048632219,536
"MLBS00183",542533.946,4136777.518,17.861,17.861,4.73706461137178,107.526570048309,408
"MLBS00186",542528.6,4136779.389,18.156,18.156,6.23223872737231,126.795620437956,463
"MLBS00187",542525.745,4136781.693,16.068,16.068,5.70607989015113,111.78,486
"MLBS001887",538577.034,4142311.629,21.761,21.761,7.97586891377027,87.6682926829268,388
"MLBS00192",542532.254,4136781.375,14.014,14.014,5.0479109439897,129.404761904762,509
"MLBS00193",542526.427,4136765.558,16.053,16.053,5.84817928484355,84.961038961039,479
"MLBS00194",542531.164,4136763.936,15.989,15.989,6.56831579470447,113.771653543307,475
"MLBS00197",542532.111,4136772.896,17.623,17.623,6.27874837004166,114.886486486486,485
"MLBS00198B",542531.104,4136769.033,16.908,16.908,6.8003155386107,139.864661654135,511
"MLBS00201",542413.159,4136723.657,18.274,18.274,4.95914594123661,168.813513513514,514
"MLBS00202C",542401.912,4136719.93,19.403,19.403,5.1099161612523,107.865517241379,560
"MLBS00204",542410.18,4136724.696,17.404,17.404,4.12885871154682,147.697571743929,548
"MLBS00215",542412.918,4136729.282,17.912,17.912,4.53742407112484,120.874224977857,501
"MLBS00216",542407.855,4136732.397,18.212,18.212,4.07248454411893,88.0285714285714,469
"MLBS00217",542411.909,4136733.735,16.689,16.689,6.00767437186261,101.167785234899,479
"MLBS00227",542399.744,4136728.537,17.555,17.555,6.327047417383,131.180746561886,546
"MLBS00229",542401.931,4136728.816,16.754,16.754,5.83251450863981,100.214776632302,572
"MLBS00233",542400.598,4136727.966,17.96,17.96,6.14694078920519,96.9100864553314,520
"MLBS00251A",542397.154,4136723.736,17.95,17.95,5.85791734131795,102.245478036176,510
"MLBS00252",542396.401,4136724.234,17.999,17.999,6.18843151100656,143.32774049217,541
"MLBS00255",542400.43,4136723.012,17.81,17.81,5.27366812655881,86.8288770053476,433
"MLBS00256",542400.315,4136720.41,18.622,18.622,6.03913958372435,126.128888888889,479
"MLBS00265",542394.021,4136720.4,17.728,17.728,6.07535007460386,128.784210526316,534
"MLBS00274",542401.912,4136719.93,19.439,19.439,6.20311138382512,137.501730103806,560
"MLBS00277",542399.231,4136719.091,17.18,17.18,5.74174413843558,120.190789473684,554
"MLBS00279",542375.784,4136751.99,127.767,127.767,8.69363369674132,98.7806788511749,441
"MLBS00282",542378.163,4136748.32,17.974,17.974,6.85809195129193,107.292993630573,524
"MLBS00283A",542375.022,4136749.356,17.267,17.267,6.5898107840857,93.1954674220963,387
"MLBS00285",542375.784,4136751.99,127.767,127.767,7.8921638979261,109.889349930844,495
"MLBS00287",542383.789,4136750.578,19.478,19.478,5.4835417576321,93.7790432801822,434
"MLBS00289",542382.572,4136746.782,18.944,18.944,6.41391062781814,91.4028436018957,401
"MLBS00292A",542374.221,4136744.13,19.351,19.351,7.199700480123,166.790843806104,544
"MLBS00295",542378.163,4136748.32,17.99,17.99,6.98339525826998,120.112820512821,485
"MLBS00297",542380.312,4136737.982,122.421,122.421,6.52261425370753,84.6094559585492,518
"MLBS00302",542381.698,4136736.253,19.391,19.391,6.32272041123267,71.1883519206939,496
"MLBS00307",542388.89,4136740.58,20.338,20.338,5.464323494187,115.913178294574,557
"MLBS00311",542390.32,4136737.367,17.903,17.903,4.44511555950315,112.840425531915,452
"MLBS00312",542389.574,4136740.88,19.529,19.529,5.63673285720193,130.391402714932,497
"MLBS00318",542382.482,4136742.573,18.768,18.768,6.93753441959205,135.335812964931,495
"MLBS00323",542387.749,4136742.122,19.699,19.699,6.31807657124261,116.673417721519,463
"MLBS00328",542388.858,4136746.53,18.918,18.918,5.78057706998775,116.106382978723,469
"MLBS00329",542388.258,4136751.657,20.119,20.119,6.19335073442129,97.3515358361775,420
"MLBS00335",542385.938,4136751.872,20.424,20.424,6.68383457126357,96.8325872873769,459
"MLBS00337",542384.794,4136751.78,19.886,19.886,7.68389223479526,109.732824427481,459
"MLBS00344",542168.445,4136407.588,21.138,21.138,7.64638199090172,129.159144893112,521
"MLBS00345",542167.141,4136408.564,21.763,21.763,7.55424726087767,133.322815533981,567
"MLBS00359",542166.36,4136413.937,21.351,21.351,6.26456453146591,152.203053435114,570
"MLBS00363",542175.693,4136416.79,18.905,18.905,7.21935501642105,109.557077625571,516
"MLBS00381",542164.546,4136419.961,17.959,17.959,6.2144839409838,145.847619047619,539
"MLBS00386",542178.419,4136420.352,17.444,17.444,6.13665833710927,112.420634920635,508
"MLBS00388",542183.951,4136419.856,18.216,18.216,7.28012020715997,200.005025125628,553
"MLBS00392",542178.584,4136419.802,18.277,18.277,6.03666651392248,143.611111111111,520
"MLBS00395",542178.239,4136410.894,20.576,20.576,7.09078791180846,208.924882629108,578
"MLBS00397",542186.036,4136408.042,18.903,18.903,7.46862369195964,141.085714285714,517
"MLBS00398",542178.239,4136410.894,20.759,20.759,5.66539985687716,192.244186046512,543
"MLBS00399",542176.02,4136409.674,19.956,19.956,6.74100419744582,173.423076923077,546
"MLBS00400",542176.584,4136408.545,20.527,20.527,6.1581068683101,181.045197740113,540
"MLBS00401B",542179.067,4136405.646,19.688,19.688,5.54130933006716,117.632978723404,636
"MLBS00403",542182.062,4136404.688,21.919,21.919,6.35025158295225,228.308724832215,645
"MLBS00404",542186.08,4136406.287,21.564,21.564,8.23866967312437,114.669584245077,490
"MLBS00408",542191.007,4136403.488,21.534,21.534,6.51105282424233,112.571428571429,493
"MLBS00409",542191.007,4136403.488,21.033,21.033,7.44123056650263,136.163793103448,536
"MLBS00410",542195.114,4136405.64,20.998,20.998,7.76553041832116,152.415584415584,567
"MLBS00412",542193.896,4136407.204,20.399,20.399,6.03682785964002,179.351351351351,567
"MLBS00415",542189.359,4136411.74,18.525,18.525,7.16072456614274,164.520833333333,543
"MLBS00417",542186.08,4136406.287,21.491,21.491,8.06691509480702,137.785714285714,475
"MLBS00420",542187.153,4136411.998,18.152,18.152,7.69515791889687,175,521
"MLBS00422",542186.669,4136420.079,19.419,19.419,7.53179412009822,186.883289124668,564
"MLBS00423",542190.829,4136418.443,19.027,19.027,7.10220434815538,159.14798206278,561
"MLBS00424",542197.04,4136403.686,21.353,21.353,7.86126172643895,148.608695652174,567
"MLBS00425",542197.04,4136403.686,21.344,21.344,7.83740598622536,138.082278481013,502
"MLBS00426",542201.079,4136402.52,20.349,20.349,6.773989118072,103.372881355932,458
"MLBS00427",542198.784,4136402.239,20.837,20.837,8.94036963495791,114.28125,329
"MLBS00429",542200.621,4136412.906,19.752,19.752,7.78793166277744,127.618918918919,520
"MLBS00432",542203.377,4136404.915,19.796,19.796,5.71925633206538,112.4,463
"MLBS00433",542198.187,4136403.229,20.977,20.977,8.32250659054898,128.394904458599,525
"MLBS00437",542196.071,4136414.612,19.698,19.698,7.57561144328988,130.605562579014,512
"MLBS00441",542196.853,4136416.338,19.39,19.39,7.87179723642078,122.868965517241,501
"MLBS00444",542195.918,4136420.584,19.27,19.27,7.48769170638422,121.657142857143,514
"MLBS00446",542198.711,4136421.393,20.088,20.088,7.13985306219964,126.523206751055,561
"MLBS00449",542200.621,4136412.906,19.752,19.752,7.18838751377281,134.058673469388,539
"MLBS00454",542046.132,4136387.648,18.932,18.932,6.82699415634147,132.285039370079,552
"MLBS00456",542042.395,4136390.587,19.454,19.454,7.14480740317053,135.56780923994,575
"MLBS00457",542048.365,4136388.956,19.63,19.63,7.72269137648976,130.060307017544,552
"MLBS00460",542055.917,4136394.528,23.21,23.21,8.31407972134399,113.432533733133,607
"MLBS00461",542052.318,4136387.378,20.312,20.312,8.75494795658317,180.054012345679,590
"MLBS00462",542059.233,4136396.879,21.945,21.945,8.47430230406518,99.6454081632653,509
"MLBS00464",542060.461,4136398.402,22.753,22.753,8.56287447459884,121.632416787265,514
"MLBS00467",542057.606,4136399.805,21.857,21.857,8.72927913745327,121.291891891892,469
"MLBS00469",542056.623,4136397.778,22.476,22.476,7.70805825081374,106.19733924612,496
"MLBS00471",542055.83,4136395.652,23.642,23.642,8.55093979133025,131.902777777778,542
"MLBS00473",542051.197,4136396.321,20.986,20.986,7.69195664022974,77.8264150943396,468
"MLBS00474",542048.494,4136401.987,22.906,22.906,7.66704732653044,109.59512195122,560
"MLBS00476",542047.295,4136399.314,20.292,20.292,7.6981697120044,131.391025641026,502
"MLBS00479",542062.715,4136413.631,22.102,22.102,8.35550966054363,169.731746031746,609
"MLBS00480",542066.063,4136410.237,20.656,20.656,8.3697324847897,157.330520393812,575
"MLBS00482",542072.665,4136409.304,22.079,22.079,8.16667300602214,128.522131147541,573
"MLBS00483",542080.151,4136411.305,21.624,21.624,8.24367435253942,109.181818181818,573
"MLBS00484",542076.322,4136403.44,23.342,23.342,7.3730937240361,156.743902439024,538
"MLBS00488",542077.86,4136403.096,21.751,21.751,6.53762407155318,161.573275862069,560
"MLBS00491",542081.602,4136412.63,21.793,21.793,8.60493179395793,114.088972431078,574
"MLBS00496",542081.941,4136416.784,22.946,22.946,8.55318283094961,99.4721030042918,569
"MLBS00497",542075.703,4136418.663,23.124,23.124,8.27055669582591,96.3449367088608,554
"MLBS00498",542074.925,4136418.349,23.115,23.115,8.18132968822701,89.8564742589704,595
"MLBS00503",542066.279,4136419.638,23.197,23.197,8.22805197103807,119.182608695652,543
"MLBS00505",542072.773,4136417.588,22.698,22.698,7.54082807676672,77.3050847457627,584
"MLBS00508",542072.189,4136413.464,22.945,22.945,7.85646791492087,143.981574539363,595
"MLBS00511",542063.889,4136417.241,23.81,23.81,9.12501288684767,211.003636363636,570
"MLBS00513",542066.279,4136419.638,23.197,23.197,6.74198432084837,149.198156682028,532
"MLBS00514",542064.425,4136421.058,23.508,23.508,7.39773866554365,178.295652173913,523
"MLBS00521",541936.898,4136496.083,21.243,21.243,6.97476983163732,134.034990791897,515
"MLBS00532",541930.242,4136506.392,18.284,18.284,6.43215756975952,192.621710526316,532
"MLBS00534",541937.167,4136498.619,19.654,19.654,7.03031873103047,114.571810287241,583
"MLBS00538",541928.228,4136499.868,19.803,19.803,6.12768698123555,131.692111959288,532
"MLBS00544",541935.104,4136512.836,19.988,19.988,6.39035653257808,130.586846543002,510
"MLBS00556",541935.413,4136506.389,18.863,18.863,6.69224630488736,161.598337950139,625
"MLBS00558",541945.014,4136507.356,20.809,20.809,8.14161367553205,139.177914110429,552
"MLBS00559",541941.885,4136510.066,19.917,19.917,7.21412206636218,101.251518833536,476
"MLBS00560",541944.683,4136498.424,18.873,18.873,5.69504467649059,136.15207780725,568
"MLBS00562",541963.336,4136474.744,17.81,17.81,5.8871735690537,79.3905967450271,450
"MLBS00568",541963.66,4136483.833,22.278,22.278,6.22656451262319,175.353751914242,543
"MLBS00578",541957.286,4136473.489,20.599,20.599,6.29397332638232,113.304502369668,525
"MLBS00579",541950.428,4136488.384,18.928,18.928,4.12291964782407,91.3706896551724,349
"MLBS00584",541956.645,4136490.918,17.853,17.853,4.55582545136591,145.244863013699,558
"MLBS00589",541945.701,4136485.894,21.075,21.075,6.57916195286144,98.3299798792757,528
"MLBS00595",541947.278,4136472.824,20.119,20.119,3.85559010050495,188.212209302326,540
"MLBS00597",541947.598,4136482.248,19.319,19.319,4.91536851315781,184.949936628644,579
"MLBS00604",542232.286,4136902.33,19.875,19.875,6.60840973832281,142.346020761246,562
"MLBS00613",542231.278,4136899.656,20.507,20.507,7.86127926065157,147.406779661017,562
"MLBS00621",542228.346,4136887.563,20.816,20.816,8.20891736618193,141.933252427184,568
"MLBS00634A",542225.7,4136886.283,20.845,20.845,7.71521757627552,126.353808353808,495
"MLBS00637",542228.987,4136886.187,21.022,21.022,8.45778958623052,129.713395638629,492
"MLBS00641",542233.742,4136885.92,19.636,19.636,6.36462555701147,209.769911504425,649
"MLBS00644A",542239.082,4136889.189,21.614,21.614,7.56659895933555,155.092,580
"MLBS00645",542239.082,4136889.189,21.614,21.614,7.69583025864878,144.057851239669,568
"MLBS00646",542239.687,4136895.495,20.759,20.759,8.07388412144814,143.724747474747,556
"MLBS00647",542241.457,4136892.617,21.644,21.644,7.98649163699557,115.308823529412,515
"MLBS00651",542229.837,4136870.698,18.677,18.677,6.11135165412262,228.202247191011,600
"MLBS00652",542233.075,4136873.118,20.201,20.201,7.37312368467242,194.648992576882,622
"MLBS00653C",542229.976,4136876.593,18.241,18.241,4.89254629242207,195.050228310502,613
"MLBS00654",542224.942,4136876.086,17.052,17.052,5.64237007590233,191.025089605735,578
"MLBS00656",542233.978,4136878.678,18.323,18.323,6.04470939193871,106.911392405063,485
"MLBS00657",542229.522,4136883.577,19.144,19.144,5.94989666066063,124.445454545455,497
"MLBS00658",542235.354,4136867.315,20.303,20.303,6.65528322504272,129.83039348711,593
"MLBS00661",542235.405,4136867.4,19.182,19.182,6.27820625608358,149.984409799555,593
"MLBS00662",542241.977,4136871.3,20.724,20.724,5.58613242369774,124.68288590604,508
"MLBS00667",542238.964,4136880.105,19.905,19.905,7.77017427188289,151.524429967427,514
"MLBS00670",542241.96,4136885.884,19.568,19.568,7.37074977672608,125.953846153846,496
"MLBS00671",542239.847,4136880.72,20.412,20.412,7.89173552836519,135.064575645756,515
"MLBS00675",542242.808,4136872.329,21.587,21.587,8.55871304294208,117.612954186414,496
"MLBS00687",542097.544,4136877.792,19.909,19.909,7.77782557656958,143.927728613569,581
"MLBS00692",542098.039,4136875.684,19.71,19.71,5.24268141859562,92.7099236641221,502
"MLBS00696",542095.53,4136870.503,19.226,19.226,6.00746123412269,91.8253164556962,463
"MLBS00703",542101.913,4136871.797,19.482,19.482,6.49152236007151,173.190630048465,669
"MLBS00708",542099.519,4136875.321,20.485,20.485,6.49288539630996,151.326732673267,562
"MLBS00712",542107.423,4136866.648,20.733,20.733,5.21403288356812,140.517774343122,495
"MLBS00716",542109.515,4136872.208,17.883,17.883,5.57930272750204,144.853835021708,537
"MLBS00718",542103.01,4136875.28,18.823,18.823,6.31664821900794,129.250965250965,523
"MLBS00718A",542101.964,4136875.964,19.433,19.433,6.03200607462332,132.088050314465,476
"MLBS00725",542110.838,4136881.241,22.121,22.121,6.49432057826253,150.278951817413,537
"MLBS00726",542106.353,4136885.533,20.065,20.065,5.8482251106169,149.201238390093,548
"MLBS00729C",542109.715,4136885.287,20.79,20.79,6.66458927747095,144.032362459547,530
"MLBS00731",542093.837,4136888.67,19.365,19.365,5.82101591385638,142.971334068357,510
"MLBS00732",542095.347,4136888.579,19.05,19.05,6.95852126374514,127.767857142857,549
"MLBS00733A",542103.448,4136894.946,19.594,19.594,6.29545225449572,204.767342582711,604
"MLBS00733B",542101.611,4136892.162,19.263,19.263,6.97185305088127,168.858585858586,561
"MLBS00736",542091.577,4136895.104,17.586,17.586,6.08055948242901,174.187265917603,536
"MLBS00738",542097.221,4136895.677,19.113,19.113,5.83064739613279,228.251533742331,609
"MLBS00743",542096.075,4136903.438,17.505,17.505,4.88756914724955,162.369387755102,538
"MLBS00744",542098.155,4136897.686,18.948,18.948,5.92740572604458,199.2,565
"MLBS00747",542094.762,4136904.302,18.204,18.204,5.83289906297219,108.363636363636,497
"MLBS00749",542099.075,4136898.607,17.778,17.778,5.84717647713453,144.367219917012,594
"MLBS00752",542105.672,4136899.633,17.618,17.618,6.35868155832461,153.599264705882,604
"MLBS00754",542108.762,4136898.936,18.841,18.841,6.40844172487751,160.393700787402,548
"MLBS00757",542109.959,4136895.191,19.269,19.269,6.88259784873833,131.111898016997,545
"MLBS00764",541980.342,4136911.676,19.163,19.163,5.65495658930975,127.419817470665,507
"MLBS00766",541972.807,4136905.666,20.515,20.515,6.12097937558085,102.519553072626,610
"MLBS00772",541974.168,4136899.675,21.725,21.725,7.18042412975539,111.213125,498
"MLBS00773",541974.168,4136899.675,21.725,21.725,6.66543288027862,116.597842835131,479
"MLBS00780",541983.087,4136911.768,19.272,19.272,5.86884055168784,106.662460567823,548
"MLBS00781",541982.45,4136903.46,21.444,21.444,7.01782094475764,124.110709117221,541
"MLBS00788",541990.426,4136899.854,21.77,21.77,7.42410518635296,95.5232974910394,543
"MLBS00791",541984.703,4136899.904,19.045,19.045,6.27073094941172,126.782016348774,541
"MLBS00797",541981.508,4136894.917,19.012,19.012,5.6310402029493,127.003115264798,508
"MLBS00798",541978.87,4136891.327,21.768,21.768,6.67207516852808,128.514036182158,508
"MLBS00819",541979.77,4136918.794,20.287,20.287,7.11863342350946,87.2914285714286,468
"MLBS00820",541975.788,4136919.208,20.096,20.096,6.0755544249291,127.875935828877,553
"MLBS00826",541972.833,4136922.765,22.24,22.24,7.65881698127375,114.970014992504,497
"MLBS00827",541971.568,4136924.185,22.466,22.466,7.07645378448776,116.920251836306,518
"MLBS00833",541972.354,4136929.76,22.342,22.342,7.28814392673304,102.839215686275,475
"MLBS00834",541973.142,4136929.869,22.138,22.138,7.79439257800328,86.271186440678,429
"MLBS00838",541976.268,4136922.19,20.852,20.852,7.98278824085367,101.835710211067,555
"MLBS00840",541990.209,4136930.798,20.962,20.962,8.25232456795039,64.4949494949495,330
"MLBS00842",541989.087,4136925.508,21.152,21.152,7.52203678887756,96.5823529411765,421
"MLBS00847",541979.77,4136918.794,20.273,20.273,7.94727428928063,88.6875,457
"MLBS00853",541987.918,4136912.237,20.947,20.947,6.59671306154587,244.425925925926,601
"MLBS00854",541987.918,4136912.237,20.811,20.811,7.68705549115457,266.058823529412,567
"MLBS00859",541981.906,4136918.039,19.509,19.509,6.26551592864636,105.343642611684,555
"MLBS01069",541974.719,4136792.624,22.363,22.363,7.91242993793482,97.31,387
"MLBS01074",541978.51,4136787.532,22.883,22.883,7.75915254289864,100.848363393454,502
"MLBS01075",541984.21,4136792.539,20.205,20.205,4.69327793971395,120.747967479675,524
"MLBS01080",541982.662,4136782.71,22.268,22.268,7.68112486636358,76.5104253544621,529
"MLBS01082",541981.42,4136782.002,22.289,22.289,8.53738511034781,89.2517680339462,514
"MLBS01088A",541972.141,4136780.158,22.333,22.333,8.6550442649749,84.928225451343,587
"MLBS01096",541990.026,4136775.878,20.613,20.613,8.42861155802407,128.126506024096,486
"MLBS01098",541989.371,4136775.971,20.479,20.479,6.7684005351874,152.418655097614,575
"MLBS01099",541985.024,4136780.409,22.534,22.534,6.91945608697808,110.423510466989,543
"MLBS01100",541985.962,4136778.727,22.31,22.31,7.48878908488529,93.7081604426003,579
"MLBS01103",541987.026,4136784.169,22.226,22.226,8.38192501230192,89.1502029769959,661
"MLBS01110",541991.621,4136797.997,10.737,10.737,3.56474579791273,156.902654867257,668
"MLBS01113",541992.11,4136803.793,20.225,20.225,6.61758594921681,155.445866141732,668
"MLBS01115",541988.185,4136802.524,17.784,17.784,6.07942538070115,172.665914221219,648
"MLBS01116",541980.504,4136811.803,19.568,19.568,7.77751576959478,159.765671641791,667
"MLBS01117",541975.243,4136811.667,21.429,21.429,6.92936110512191,96.9066666666667,519
"MLBS01119",541978.603,4136805.141,20.009,20.009,5.79696126357244,138.943111111111,547
"MLBS01121",541988.546,4136801.533,18.42,18.42,5.57408298480041,144.389888603256,631
